0,458,6,8.90909090909;
0,457.1,5.7,10.8727272727;
0,456.35,7.15,11.8727272727;
0,455.539,8.663,12.8545454545;
0,454.3447,9.8579,13.8363636364;
0,452.42627,9.36399,14.8363636364;
0,450.421119,8.212763,15.8181818182;
0,446.2287435,11.7927575,17.8;
0,435.96153991,12.25143747,19.7818181818;
0,424.901905523,12.002924511,20.7636363636;
0,419.09401483,10.7429968811,21.7454545455;
0,412.577152187,11.7242582193,22.7454545455;
0,406.797649537,12.7854574316,23.7272727273;
0,403.093739174,12.4955100583,24.7090909091;
0,399.715177186,11.0843069141,25.7090909091;
0,393.737236404,9.19211335569,26.6909090909;
0,388.677908101,11.1625354905,27.6727272727;
0,383.608428145,15.8037126584,28.6727272727;
0,379.791328052,19.3338065813,29.6545454545;
0,374.408006706,19.683869467,30.6363636364;
0,367.887265009,19.3020986215,31.6363636364;
0,361.804960756,18.1897613065,32.6181818182;
0,353.769580578,19.3975144704,33.6181818182;
0,349.049676728,17.3705024799,34.6;
0,339.673614623,14.8790451204,35.5818181818;
0,329.927880042,14.8352772678,36.5818181818;
0,320.869019866,16.4935951807,37.5636363636;
0,312.090113002,17.693918465,38.5454545455;
0,304.610495778,18.4456807033,39.5454545455;
0,300.30318123,20.5507905738,40.5272727273;
0,294.652257963,27.4264465522,41.5090909091;
0,290.578153864,28.8459377965,42.5090909091;
0,283.906335563,28.8009090662,43.4909090909;
0,272.714470069,29.88745662,44.4727272727;
0,265.621263174,25.645184529,45.4727272727;
0,256.567538887,20.8417641804,46.4545454545;
0,248.329893176,25.2929900984,47.4545454545;
0,241.351039352,32.0494991868,48.4363636364;
0,235.845158542,36.8861064111,49.4181818182;
0,229.937494412,54.4058995448,50.4181818182;
0,220.985453952,61.111449818,51.4;
0,214.394418953,67.2251157405,52.3818181818;
0,205.762368768,80.437147164,53.3818181818;
0,196.390204784,84.3422264986,54.3636363636;
0,181.68033971,85.1600920363,55.3454545455;
0,166.145926943,84.056472808,56.3454545455;
0,157.848714789,75.8237631101,57.3272727273;
0,150.745157339,70.2560961009,58.3090909091;
0,137.149119922,74.0819003642,59.3090909091;
0,120.796567789,84.9230566569,60.2909090909;
0,105.69203097,97.9741094501,61.2727272727;
0,92.4935622984,114.669430557,62.2727272727;
0,81.7940936449,128.264758432,63.2545454545;
0,73.7959268513,143.78930485,64.2545454545;
0,71.7300124656,143.397831583,65.2363636364;
0,63.9432971685,147.795170342,66.2181818182;
0,53.2174793383,151.230935758,67.2181818182;
0,41.6344767255,162.054921094,68.2;
0,30.2030313136,169.742073398,69.1818181818;
0,20.3886337415,184.013939604,70.1818181818;
0,12.1715263283,197.242560383,71.1636363636;
0,6.36534933154,216.007522319,72.1454545455;
0,3.53889938716,238.013945201,73.1454545455;
0,7.27722957101,244.609761641,75.1090909091;
0,7.27722957101,244.609761641,76.1090909091;
0,7.27722957101,244.609761641,77.0909090909;
0,7.27722957101,244.609761641,78.0909090909;
0,7.27722957101,244.609761641,79.0727272727;
0,7.27722957101,244.609761641,80.0545454545;
0,7.27722957101,244.609761641,81.0545454545;
0,7.27722957101,244.609761641,82.0363636364;
0,7.27722957101,244.609761641,83.0181818182;
0,7.27722957101,244.609761641,84.0181818182;
0,7.27722957101,244.609761641,85.0;
0,7.27722957101,244.609761641,85.9818181818;
0,7.27722957101,244.609761641,86.9818181818;
0,7.27722957101,244.609761641,87.9636363636;
0,7.79406069971,243.226833148,88.9454545455;
0,8.52209968963,256.395590956,89.9454545455;
0,9.25013867955,269.564348765,90.9272727273;
0,9.97817766947,282.733106573,91.9090909091;
0,10.7062166594,295.901864381,92.9090909091;
0,11.4342556493,309.070622189,93.8909090909;
0,12.1622946392,322.239379997,94.8909090909;
0,12.8903336291,335.408137805,95.8727272727;
0,13.6183726191,348.576895613,96.8545454545;
0,14.346411609,361.745653421,97.8545454545;
0,15.0744505989,374.914411229,98.8363636364;
0,15.8024895888,388.083169037,99.8181818182;
0,16.5305285787,401.251926845,100.818181818;
0,17.2585675687,414.420684653,101.8;
0,17.9866065586,427.589442462,102.781818182;
0,18.7146455485,440.75820027,103.781818182;
1,471,5,19.7818181818;
1,471,5,19.7818181818;
1,470.7,5.3,20.7636363636;
1,470.05,5.65,21.7454545455;
1,469.713,5.937,22.7454545455;
1,469.2989,6.1141,23.7272727273;
1,468.98929,6.18361,24.7090909091;
1,460.118693,7.674797,25.7090909091;
1,458.9202985,7.8744145,26.6909090909;
1,460.52991997,7.49885253,27.6727272727;
1,470.273528801,6.598836169,28.6727272727;
1,472.718832258,7.4791296029,29.6545454545;
1,475.230436867,7.9821717559,30.6363636364;
1,477.742041476,8.4852139089,31.6363636364;
1,480.253646085,8.9882560619,32.6181818182;
1,482.765250694,9.4912982149,33.6181818182;
1,486.993798712,8.49603825753,34.6;
1,490.147711339,7.89960390635,35.5818181818;
1,492.611136776,6.61221868862,36.5818181818;
1,493.271759459,5.77210610765,37.5636363636;
1,493.987215289,5.08699353474,38.5454545455;
1,494.702671118,4.40188096183,39.5454545455;
1,495.418126948,3.71676838892,40.5272727273;
1,494.593507944,3.6221590712,41.5090909091;
1,494.139156053,3.46773784967,42.5090909091;
1,493.684804161,3.31331662814,43.4909090909;
1,493.230452269,3.15889540662,44.4727272727;
1,492.776100377,3.00447418509,45.4727272727;
1,492.321748486,2.85005296356,46.4545454545;
1,491.867396594,2.69563174203,47.4545454545;
1,491.413044702,2.5412105205,48.4363636364;
1,490.95869281,2.38678929897,49.4181818182;
1,490.504340919,2.23236807744,50.4181818182;
1,490.049989027,2.07794685591,51.4;
1,489.595637135,1.92352563438,52.3818181818;
1,489.141285243,1.76910441285,53.3818181818;
1,488.686933352,1.61468319132,54.3636363636;
1,488.23258146,1.46026196979,55.3454545455;
1,488.144760698,2.71408852378,56.3454545455;
1,488.025633271,3.52938339691,57.3272727273;
1,487.906505844,4.34467827003,58.3090909091;
1,487.787378417,5.15997314315,59.3090909091;
1,487.66825099,5.97526801628,60.2909090909;
1,488.584386494,6.25339402258,61.2727272727;
1,489.125481888,6.08326214024,62.2727272727;
1,489.565528596,6.0090573281,63.2545454545;
1,490.005575305,5.93485251595,64.2545454545;
1,490.445622014,5.86064770381,65.2363636364;
1,490.885668723,5.78644289166,66.2181818182;
1,491.325715432,5.71223807952,67.2181818182;
1,491.76576214,5.63803326737,68.2;
1,492.205808849,5.56382845523,69.1818181818;
1,492.645855558,5.48962364308,70.1818181818;
1,493.085902267,5.41541883093,71.1636363636;
1,493.525948975,5.34121401879,72.1454545455;
1,498.776196979,5.78690644465,73.1454545455;
1,502.335035209,6.07414075361,75.1090909091;
1,505.893873439,6.36137506256,76.1090909091;
1,509.616898169,6.75402656006,77.0909090909;
1,512.401398493,7.03786449305,78.0909090909;
1,514.65193581,7.26709852475,79.0727272727;
1,516.902473126,7.49633255645,80.0545454545;
1,519.153010443,7.72556658816,81.0545454545;
1,521.403547759,7.95480061986,82.0363636364;
1,523.654085075,8.18403465157,83.0181818182;
1,525.904622392,8.41326868327,84.0181818182;
1,528.155159708,8.64250271497,85.0;
1,530.405697025,8.87173674668,85.9818181818;
1,532.656234341,9.10097077838,86.9818181818;
1,534.906771658,9.33020481009,87.9636363636;
1,529.610116282,8.49160718925,88.9454545455;
1,526.37908434,7.96310664626,89.9454545455;
1,523.148052399,7.43460610326,90.9272727273;
1,519.917020457,6.90610556027,91.9090909091;
